apt_name,trade_price,jeonse_price,gap_man,gap_ratio,region_code,region_name
디에이치아너힐즈,348000.0,151090.9090909091,196909.0909090909,0.5658,11680,서울강남구
디에이치자이개포,432000.0,142000.0,290000.0,0.6713,11680,서울강남구
래미안 개포 루체하임,340000.0,149333.33333333334,190666.66666666666,0.5608,11680,서울강남구
래미안강남힐즈,230000.0,108107.14285714286,121892.85714285714,0.53,11680,서울강남구
래미안그레이튼,280000.0,114256.75,165743.25,0.5919,11680,서울강남구
래미안그레이튼(진달래2차),342000.0,146000.0,196000.0,0.5731,11680,서울강남구
래미안대치팰리스,445400.0,211800.0,233600.0,0.5245,11680,서울강남구
래미안라클래시,378000.0,205000.0,173000.0,0.4577,11680,서울강남구
래미안블레스티지,350920.0,154232.14285714287,196687.85714285713,0.5605,11680,서울강남구
래미안삼성2차,310000.0,159600.0,150400.0,0.4852,11680,서울강남구
럭키(963),260000.0,102900.0,157100.0,0.6042,11680,서울강남구
롯데캐슬노블,227000.0,130200.0,96800.0,0.4264,11680,서울강남구
롯데캐슬프레미어,410000.0,160875.0,249125.0,0.6076,11680,서울강남구
마일스디오빌,36100.0,33600.0,2500.0,0.0693,11680,서울강남구
미성2차,515000.0,103937.5,411062.5,0.7982,11680,서울강남구
삼성,258500.0,86877.14285714286,171622.85714285716,0.6639,11680,서울강남구
삼성동대성유니드,168000.0,72250.0,95750.0,0.5699,11680,서울강남구
삼성동롯데아파트,235000.0,106416.66666666667,128583.33333333333,0.5472,11680,서울강남구
삼성동센트럴아이파크,373000.0,174500.0,198500.0,0.5322,11680,서울강남구
삼성동중앙하이츠빌리지,435000.0,135000.0,300000.0,0.6897,11680,서울강남구
삼성동한솔아파트,213000.0,91770.0,121230.0,0.5692,11680,서울강남구
삼성동힐스테이트 1단지,303400.0,116064.28571428571,187335.7142857143,0.6175,11680,서울강남구
삼익,243000.0,65069.09090909091,177930.9090909091,0.7322,11680,서울강남구
삼익대청아파트,195357.14285714287,51948.63636363636,143408.50649350652,0.7341,11680,서울강남구
삼환(101동),215000.0,90000.0,125000.0,0.5814,11680,서울강남구
샘터마을,308000.0,115000.0,193000.0,0.6266,11680,서울강남구
