apt_name,avg_price,count,avg_area,region_code,region_name
상암월드컵파크9단지,114425.0,4,84.9125,11440,서울마포구
서강GS,156900.0,2,59.98,11440,서울마포구
서교푸르지오,127500.0,1,92.448,11440,서울마포구
서서울삼성,142000.0,1,84.89,11440,서울마포구
서암,71000.0,1,67.08,11440,서울마포구
서희스타힐스,16000.0,1,12.85,11440,서울마포구
성사1차풍림아파트101동,67000.0,1,59.85,11440,서울마포구
성산동성,73000.0,1,60.0,11440,서울마포구
성산시영(대우),139600.0,7,50.03000000000001,11440,서울마포구
성산시영(유원),165833.33333333334,3,59.43,11440,서울마포구
성산월드타운대림,114971.42857142857,7,77.52300000000001,11440,서울마포구
성원1,78000.0,1,59.4,11440,서울마포구
성지,83000.0,1,84.25,11440,서울마포구
세양청마루,122000.0,2,57.44,11440,서울마포구
세원,56500.0,1,59.87,11440,서울마포구
솔루체2차아파트,63300.0,1,48.13,11440,서울마포구
솔리스타,16100.0,2,14.29,11440,서울마포구
신공덕1차삼성래미안1아파트,208333.33333333334,3,84.9,11440,서울마포구
신공덕래미안2차,161750.0,2,72.105,11440,서울마포구
신공덕래미안3차,165000.0,2,59.96,11440,서울마포구
신촌금호,130000.0,1,84.86,11440,서울마포구
신촌숲아이파크,222500.0,2,72.3415,11440,서울마포구
신촌태영데시앙,155250.0,4,84.97,11440,서울마포구
신촌포스빌,25750.0,2,32.34,11440,서울마포구
염리삼성래미안,164800.0,1,59.76,11440,서울마포구
예미원,78000.0,1,67.9,11440,서울마포구
우성,171083.33333333334,6,77.6025,11440,서울마포구
울트라월드컵(참누리),141750.0,2,84.94890000000001,11440,서울마포구
월드컵아이파크(667),112500.0,1,59.73,11440,서울마포구
이편한세상마포리버파크,240000.0,1,59.98,11440,서울마포구
일신건영휴먼빌아파트,128000.0,1,83.757,11440,서울마포구
장미(466-0),82000.0,1,78.22,11440,서울마포구
정우상가맨션,149166.66666666666,3,122.27999999999999,11440,서울마포구
중동계룡아파트,98500.0,1,84.6,11440,서울마포구
중앙하이츠,145833.33333333334,3,83.82,11440,서울마포구
중앙하이츠101동,59700.0,1,57.86,11440,서울마포구
창전동현대홈타운,107866.66666666667,3,68.09333333333333,11440,서울마포구
창전래미안,149300.0,5,64.938,11440,서울마포구
코오롱,127000.0,3,76.544,11440,서울마포구
탑건진선미,100000.0,1,84.95,11440,서울마포구
한강2차대주피오레,108500.0,2,84.97,11440,서울마포구
한강그린1차아파트,57750.0,2,60.33,11440,서울마포구
한강밤섬자이,285000.0,2,153.35500000000002,11440,서울마포구
한강삼성,175000.0,1,59.97,11440,서울마포구
한국프라우드,128000.0,1,84.9747,11440,서울마포구
한림201동,70000.0,1,71.44,11440,서울마포구
한화꿈에그린,184250.0,2,84.939,11440,서울마포구
한화오벨리스크,87312.5,8,52.9325,11440,서울마포구
함성백합,41200.0,1,38.69,11440,서울마포구
함성월드빌2차,93000.0,1,84.61,11440,서울마포구
함성참좋은,83000.0,1,95.54,11440,서울마포구
해모로,185000.0,1,83.871,11440,서울마포구
현대,105000.0,2,72.245,11440,서울마포구
현대홈타운,176250.0,2,99.1,11440,서울마포구
CJ나인파크,187000.0,1,97.24,11170,서울용산구
G&P용산파크,43500.0,1,28.61,11170,서울용산구
GS자이,292000.0,1,223.75,11170,서울용산구
강변,135000.0,1,64.43,11170,서울용산구
강변삼성스위트,210000.0,1,84.9,11170,서울용산구
강촌,272833.3333333333,3,93.45333333333333,11170,서울용산구
금호베스트빌1,190000.0,1,84.95,11170,서울용산구
나인원한남,2500000.0,1,273.9424,11170,서울용산구
남산대림,248000.0,1,84.75,11170,서울용산구
대림,244000.0,2,84.78,11170,서울용산구
동아그린,163333.33333333334,3,50.45333333333334,11170,서울용산구
동원베네스트,138500.0,2,84.973,11170,서울용산구
래미안첼리투스,529998.0,1,124.02,11170,서울용산구
리버빌(삼성),180000.0,1,59.7,11170,서울용산구
리버힐삼성,166100.0,5,86.608,11170,서울용산구
미주B,178000.0,1,149.09,11170,서울용산구
반도,363000.0,1,136.21,11170,서울용산구
벽산메가트리움,195000.0,1,84.98,11170,서울용산구
북한강(성원),219000.0,1,59.55,11170,서울용산구
브라운스톤,199000.0,1,84.98,11170,서울용산구
산호,239833.33333333334,3,80.74666666666667,11170,서울용산구
삼성래미안,181500.0,5,80.896,11170,서울용산구
성아1,90250.0,2,108.315,11170,서울용산구
세인트힐,150000.0,1,132.94,11170,서울용산구
센트럴파크,378500.0,8,107.4869125,11170,서울용산구
센트레빌아스테리움서울,225000.0,1,149.05,11170,서울용산구
스카이빌2,90000.0,1,84.34,11170,서울용산구
시온캐슬용산,43000.0,1,19.33,11170,서울용산구
시티파크(2단지),460000.0,2,154.27,11170,서울용산구
시티하우스,22500.0,2,19.549999999999997,11170,서울용산구
신동아,418670.0,3,143.20666666666668,11170,서울용산구
신동아1,448333.3333333333,3,84.93,11170,서울용산구
신후암,63000.0,1,61.85,11170,서울용산구
아인하우스,92000.0,1,66.78,11170,서울용산구
용산KCC웰츠타워,161000.0,3,84.24666666666667,11170,서울용산구
용산e편한세상,240000.0,2,84.55,11170,서울용산구
용산더프라임,224000.0,3,136.49166666666667,11170,서울용산구
용산동아파트,57000.0,1,44.76,11170,서울용산구
용산롯데캐슬센터포레,255000.0,1,84.9204,11170,서울용산구
용산케이씨씨스위첸,207000.0,1,59.98,11170,서울용산구
용산파크타워(24-0),356000.0,1,124.8,11170,서울용산구
용산파크타워(24-1),410000.0,1,130.56,11170,서울용산구
이안용산1차(103동),136966.66666666666,3,75.58333333333333,11170,서울용산구
이안용산프리미어,181000.0,1,110.14,11170,서울용산구
이촌시범,126000.0,1,59.5,11170,서울용산구
이촌코오롱(A),233250.0,2,72.3,11170,서울용산구
점보,225500.0,2,177.62,11170,서울용산구
철우,160000.0,1,68.76,11170,서울용산구
청화1,430000.0,1,174.38,11170,서울용산구
한가람,292750.0,4,87.41999999999999,11170,서울용산구
한강(대우),327000.0,1,135.87,11170,서울용산구
한강로대우아이빌,38000.0,1,32.39,11170,서울용산구
한강맨숀,425000.0,1,87.54,11170,서울용산구
한강자이에클라트,125000.0,1,79.73,11170,서울용산구
한강타운,137000.0,1,59.69,11170,서울용산구
한남더힐,385000.0,1,59.686,11170,서울용산구
한남동동원베네스트,169500.0,1,81.83,11170,서울용산구
한남동리첸시아,89666.66666666667,3,47.32666666666666,11170,서울용산구
한남아이파크애비뉴,87250.0,2,49.0176,11170,서울용산구
현대안성타워,115250.0,2,67.915,11170,서울용산구
효창베네스,159000.0,1,84.64,11170,서울용산구
효창파크푸르지오,143000.0,1,59.41,11170,서울용산구
효창한신,153000.0,1,71.77,11170,서울용산구
SK-VIEW,92500.0,1,84.944,41135,경기분당구
THESHARP판교퍼스트파크,165375.0,8,96.0752125,41135,경기분당구
까치마을(1단지)(대우롯데선경),186300.0,5,81.96400000000001,41135,경기분당구
까치마을(2단지)(주공),144834.0,5,55.05800000000001,41135,경기분당구
까치마을(3단지)(신원),195500.0,5,116.644,41135,경기분당구
까치마을(4단지)(롯데),147750.0,4,59.6875,41135,경기분당구
까치마을(4단지)(선경),144333.33333333334,3,57.76666666666666,41135,경기분당구
느티마을(3단지)(공무원),214000.0,2,62.655,41135,경기분당구
느티마을(4단지)(공무원),191500.0,2,58.45,41135,경기분당구
더샵분당파크리버,166333.33333333334,3,78.2924,41135,경기분당구
동양정자파라곤(1단지),213500.0,1,166.38,41135,경기분당구
동양정자파라곤(2단지),231500.0,1,166.38,41135,경기분당구
동원로얄듀크,117500.0,1,121.247,41135,경기분당구
두산위브트레지움,184500.0,5,136.846,41135,경기분당구
로얄팰리스,220750.0,4,171.315,41135,경기분당구
매화마을(주공3),83166.66666666667,3,43.300000000000004,41135,경기분당구
매화마을(주공4),76383.33333333333,6,38.565000000000005,41135,경기분당구
매화마을공무원1,103525.0,12,57.04916666666667,41135,경기분당구
매화마을공무원2,107366.21621621621,37,60.26432432432433,41135,경기분당구
목련마을(영남),90666.66666666667,3,64.04333333333334,41135,경기분당구
목련마을(한일),92000.0,1,50.82,41135,경기분당구
무지개(10단지)(건영),165000.0,1,134.82,41135,경기분당구
무지개(10단지)(삼성),142000.0,2,118.395,41135,경기분당구
무지개(12단지)(주공),105750.0,11,53.93727272727272,41135,경기분당구
무지개(1단지)(대림),118350.0,2,66.245,41135,경기분당구
무지개(2단지)(엘지),135800.0,5,71.67,41135,경기분당구
무지개(3단지)(건영),123050.0,10,61.266999999999996,41135,경기분당구
무지개(3단지)(신한),120650.0,4,63.045,41135,경기분당구
무지개(4단지)(주공),124286.5,2,53.905,41135,경기분당구
무지개(5단지)(청구),143083.33333333334,6,80.58166666666666,41135,경기분당구
무지개(6단지)(건영),145000.0,1,101.82,41135,경기분당구
무지개(7단지)(라이프),133000.0,1,132.36,41135,경기분당구
미켈란쉐르빌,40000.0,1,30.83,41135,경기분당구
백현마을2단지,280000.0,2,93.16499999999999,41135,경기분당구
백현마을5단지(주공),252000.0,4,82.43,41135,경기분당구
백현마을6단지(주공),255000.0,2,79.715,41135,경기분당구
백현마을7단지(주공),241666.66666666666,3,74.76,41135,경기분당구
백현마을8단지(대림),268250.0,4,109.425,41135,경기분당구
백현마을9단지(e편한세상),259000.0,1,117.8,41135,경기분당구
봇들마을1단지(판교신미주),197777.77777777778,9,83.06633333333333,41135,경기분당구
봇들마을2단지(이지더원),199000.0,1,84.2822,41135,경기분당구
봇들마을3단지(주공),192375.0,4,59.9225,41135,경기분당구
봇들마을4단지(주공),202000.0,4,67.14500000000001,41135,경기분당구
봇들마을7단지,288333.3333333333,3,92.49000000000001,41135,경기분당구
봇들마을9단지(금호어울림),294333.3333333333,3,110.44666666666667,41135,경기분당구
분당더샾스타파크,174000.0,1,84.9316,41135,경기분당구
분당하우스토리,152500.0,2,108.41,41135,경기분당구
산운마을10단지(대광로제비앙),194166.66666666666,3,75.66266666666667,41135,경기분당구
산운마을11단지(판교포레라움),148250.0,6,54.06333333333333,41135,경기분당구
산운마을12단지판교센트럴포레와이시티,153850.0,4,57.65,41135,경기분당구
산운마을13단지(태영),183550.0,10,102.015,41135,경기분당구
산운마을14단지(경남아너스빌),234125.0,4,141.395,41135,경기분당구
산운마을4단지(리가),163166.66666666666,3,84.85243333333334,41135,경기분당구
산운마을5단지(한성필하우스),185333.33333333334,3,84.75143333333334,41135,경기분당구
산운마을6단지(신동아파밀리에),216500.0,2,101.13,41135,경기분당구
산운마을8단지(부영사랑으로),150620.0,5,63.84060000000001,41135,경기분당구
산운마을9단지(대방노블랜드),173700.0,1,59.93,41135,경기분당구
삼라마이다스빌,150500.0,1,139.71,41135,경기분당구
상록마을(라이프1차),220000.0,1,128.7,41135,경기분당구
상록마을(라이프2차),163750.0,4,58.05,41135,경기분당구
상록마을(보성),139000.0,2,48.84,41135,경기분당구
상록마을(우성)1,230750.0,4,92.42999999999999,41135,경기분당구
상록마을(임광),172000.0,4,67.17,41135,경기분당구
샛별마을(동성),169000.0,3,84.14999999999999,41135,경기분당구
샛별마을(라이프),149400.0,2,58.17,41135,경기분당구
샛별마을(삼부),156500.0,2,64.89,41135,경기분당구
샛별마을(우방),177500.0,5,89.244,41135,경기분당구
시범삼성,241000.0,3,117.09333333333332,41135,경기분당구
시범우성,198811.11111111112,9,89.03666666666668,41135,경기분당구
시범한신,229300.0,10,89.5505,41135,경기분당구
시범한양,166572.72727272726,11,74.99636363636364,41135,경기분당구
시범현대,220255.55555555556,9,117.77444444444444,41135,경기분당구
아름마을(건영),189000.0,2,117.86999999999999,41135,경기분당구
아름마을(두산),196000.0,1,132.72,41135,경기분당구
아름마을(삼호),191502.5,4,120.75,41135,경기분당구
아름마을(선경),188060.0,5,75.216,41135,경기분당구
아름마을(태영),181000.0,1,101.85,41135,경기분당구
아름마을(풍림),213500.0,2,104.685,41135,경기분당구
아름마을(효성),246000.0,3,132.01999999999998,41135,경기분당구
양지마을(2단지)(청구),253312.5,8,122.29875000000001,41135,경기분당구
양지마을(3단지)(금호),257125.0,4,132.60625,41135,경기분당구
양지마을(5단지)(한양501-514),125596.9696969697,33,38.06757575757576,41135,경기분당구
양지마을(5단지)(한양515-529),251166.66666666666,6,125.35166666666667,41135,경기분당구
"양지마을(6단지)(금호,청구)",150500.0,4,60.10325,41135,경기분당구
양지마을(6단지)(한양603동),147750.0,4,59.58,41135,경기분당구
양지마을(금호1),257937.5,8,121.2425,41135,경기분당구
이매촌(금강),188750.0,2,84.42,41135,경기분당구
이매촌(동신3),195350.0,2,84.6,41135,경기분당구
이매촌(동신9),203750.0,2,97.185,41135,경기분당구
이매촌(삼성),183666.66666666666,3,105.065,41135,경기분당구
이매촌(삼환),188250.0,4,108.65,41135,경기분당구
이매촌(성지),189900.0,2,84.9,41135,경기분당구
이매촌(진흥),173000.0,6,67.92999999999999,41135,경기분당구
이매촌(청구),192416.66666666666,6,86.60833333333333,41135,경기분당구
이매촌(한신),153885.7142857143,14,53.565,41135,경기분당구
장미마을(동부),141500.0,8,66.0675,41135,경기분당구
장미마을(코오롱)1,149350.0,2,72.07499999999999,41135,경기분당구
장미마을(현대),131205.88235294117,17,69.38964705882353,41135,경기분당구
장안타운(건영),135178.57142857142,14,87.31000000000002,41135,경기분당구
정든마을(1단지)(동아),178500.0,1,101.99,41135,경기분당구
정든마을(2단지)(동아),125750.0,10,50.8615,41135,경기분당구
정든마을(5단지)(신화),170600.0,5,75.81,41135,경기분당구
정든마을(6단지)(우성),124642.85714285714,7,48.839999999999996,41135,경기분당구
정든마을(6단지)(한진),167000.0,1,99.6,41135,경기분당구
정든마을(7단지)(한진),160750.0,2,58.77,41135,경기분당구
정든마을(8단지)(한진),200000.0,1,112.2,41135,경기분당구
청솔마을(계룡),146750.0,4,55.44,41135,경기분당구
청솔마을(공무원),145333.33333333334,3,61.27,41135,경기분당구
청솔마을(대원),206000.0,1,129.45,41135,경기분당구
청솔마을(서광),148250.0,2,53.6,41135,경기분당구
청솔마을(성원),200000.0,1,110.97,41135,경기분당구
청솔마을(영남),165500.0,2,61.80500000000001,41135,경기분당구
청솔마을(유천),139166.66666666666,3,55.199999999999996,41135,경기분당구
청솔마을(주공9단지),110273.68421052632,19,39.85578947368421,41135,경기분당구
청솔마을(한라),169045.45454545456,11,66.26727272727273,41135,경기분당구
탑마을(경남)1,140500.0,2,64.89,41135,경기분당구
탑마을(기산)1,178000.0,2,116.655,41135,경기분당구
탑마을(대우),167750.0,4,118.035,41135,경기분당구
탑마을(벽산),173125.0,4,105.39,41135,경기분당구
탑마을(선경)1,151375.0,8,87.915,41135,경기분당구
탑마을(쌍용)1,177750.0,2,116.655,41135,경기분당구
탑마을(주공),82744.44444444444,9,37.55,41135,경기분당구
탑마을(진덕),195000.0,1,131.4,41135,경기분당구
파크뷰,310071.4285714286,7,142.19842857142856,41135,경기분당구
파크타운(대림),201500.0,3,87.68833333333333,41135,경기분당구
파크타운(롯데),231125.0,4,117.555,41135,경기분당구
파크타운(삼익),245000.0,1,131.49,41135,경기분당구
파크타운(서안),192980.0,10,84.36999999999999,41135,경기분당구
판교더샵포레스트12단지,134250.0,4,84.9855,41135,경기분당구
판교알파리움1단지,377250.0,4,141.3175,41135,경기분당구
판교알파리움2단지,294333.3333333333,3,129.40233333333333,41135,경기분당구
판교원마을11단지(힐스테이트),181750.0,4,113.57249999999999,41135,경기분당구
판교원마을12단지(힐스테이트),180000.0,4,118.3075,41135,경기분당구
판교원마을1단지(파라곤),185750.0,2,101.09,41135,경기분당구
판교원마을2단지(푸르지오),219000.0,1,115.2,41135,경기분당구
판교원마을3단지(푸르지오),194250.0,4,96.7175,41135,경기분당구
판교원마을5단지(푸르지오),197266.66666666666,3,90.02666666666669,41135,경기분당구
판교원마을6단지(판교대광로제비앙),151150.0,6,63.35633333333334,41135,경기분당구
판교원마을7단지(모아미래도),158500.0,4,62.76925,41135,경기분당구
판교원마을9단지(한림풀에버),171233.33333333334,3,76.2278,41135,경기분당구
판교퍼스트힐푸르지오1단지,130600.0,5,84.902,41135,경기분당구
판교퍼스트힐푸르지오A2,131000.0,3,84.89,41135,경기분당구
판교푸르지오그랑블,310000.0,1,98.986,41135,경기분당구
판교푸르지오월드마크,306500.0,1,127.6,41135,경기분당구
판교풍경채어바니티(5단지),147750.0,4,84.920825,41135,경기분당구
판교풍경채어바니티(7단지),143000.0,1,84.9978,41135,경기분당구
푸른마을(벽산),208666.66666666666,3,122.65000000000002,41135,경기분당구
푸른마을(신성),207250.0,2,108.06,41135,경기분당구
푸른마을(쌍용),154750.0,4,72.25,41135,경기분당구
하얀마을(5단지)(주공),92812.5,8,36.91,41135,경기분당구
한솔마을(1단지)(청구),141900.0,5,67.001,41135,경기분당구
한솔마을(2단지)(LG),190000.0,5,121.096,41135,경기분당구
한솔마을(3단지)(한일),180875.0,4,78.68,41135,경기분당구
한솔마을(4단지)(주공),110104.54545454546,22,38.79409090909091,41135,경기분당구
한솔마을(5단지)(주공),130983.33333333333,24,51.517500000000005,41135,경기분당구
한솔마을(6단지)(주공),123742.66666666667,15,45.166000000000004,41135,경기분당구
현대I-PARK1,235000.0,1,170.89,41135,경기분당구
현대I-PARK2,213833.33333333334,3,156.49333333333334,41135,경기분당구
현대I-PARK3,226500.0,2,163.74,41135,경기분당구
효자촌(대우),136900.0,2,69.258,41135,경기분당구
효자촌(대창),132000.0,2,62.253,41135,경기분당구
효자촌(동아),162200.0,4,87.035,41135,경기분당구
효자촌(럭키),160000.0,2,77.691,41135,경기분당구
효자촌(미래타운),168000.0,1,134.64,41135,경기분당구
효자촌(삼환),166250.0,4,95.55799999999999,41135,경기분당구
효자촌(임광),183950.0,10,113.106,41135,경기분당구
효자촌(현대),189833.33333333334,3,113.46,41135,경기분당구
효자촌(화성),141416.66666666666,6,67.875,41135,경기분당구
힐스테이트판교엘포레A4BL,173125.0,4,131.716,41135,경기분당구
힐스테이트판교엘포레A6BL,162333.33333333334,6,128.116,41135,경기분당구
